YEAR,LEGAL_NAME,ICAO,ICAO_COUNTRY_NAME,TRAFFIC,OUT_OF_BUSINESS
2023,MAGNA AIR,MGR,AUSTRIA,124,NO
2019,AIR ATTACK TECHNOLOGIES,MGT,FRANCE,2,NO
2025,AIR ATTACK TECHNOLOGIES,MGT,FRANCE,2,NO
2023,MONGOLIAN AIRWAYS,MGW,MONGOLIA,54,NO
2024,MONGOLIAN AIRWAYS,MGW,MONGOLIA,5,NO
2019,MONTENEGRO AIRLINES,MGX,MONTENEGRO,8009,YES
2019,SKARGARDSHAVETS HELI,MHQ,FINLAND,5,NO
2019,MHS AVIATION GMBH,MHV,GERMANY,4086,NO
2023,MHS AVIATION GMBH,MHV,GERMANY,1768,NO
2024,MHS AVIATION GMBH,MHV,GERMANY,1612,NO
2025,MHS AVIATION GMBH,MHV,GERMANY,661,NO
2019,MIRAS AIR,MIF,KAZAKHSTAN,2,NO
2019,MIG RUSSIAN AIRCRAFT,MIG,RUSSIAN FEDERATION,104,NO
2024,NETHERLANDS MINISTRY OF DEFENSE,MIG,NETHERLANDS,43,NO
2025,NETHERLANDS MINISTRY OF DEFENSE,MIG,NETHERLANDS,42,NO
2023,MILLESIME AVIATION,MIM,FRANCE,563,NO
2024,MILLESIME AVIATION,MIM,FRANCE,106,NO
2024,MIL MALTA,MIX,MALTA,56,NO
2023,MIL MALTA,MIX,MALTA,53,NO
2025,MIL MALTA,MIX,MALTA,50,NO
2019,MIL MALTA,MIX,MALTA,5,NO
2019,MANDARIN AIR CO LTD,MJC,CHINA,58,NO
2023,MANDARIN AIR CO LTD,MJC,CHINA,47,NO
2024,MANDARIN AIR CO LTD,MJC,CHINA,26,NO
2025,MANDARIN AIR CO LTD,MJC,CHINA,5,NO
2023,EMPIRE AVIATION,MJE,UNITED ARAB EMIRATES,371,NO
2019,EMPIRE AVIATION,MJE,UNITED ARAB EMIRATES,223,NO
2025,EMPIRE AVIATION,MJE,UNITED ARAB EMIRATES,167,NO
2024,EMPIRE AVIATION,MJE,UNITED ARAB EMIRATES,159,NO
2019,MJET GMBH,MJF,AUSTRIA,1568,NO
2025,MJET GMBH,MJF,AUSTRIA,760,NO
2024,MJET GMBH,MJF,AUSTRIA,629,NO
2023,MJET GMBH,MJF,AUSTRIA,486,NO
2025,MJETS LIMITED,MJJ,THAILAND,121,NO
2025,MIL MUSCAT & OMAN,MJN,OMAN,286,NO
2023,MIL MUSCAT & OMAN,MJN,OMAN,269,NO
2019,MIL MUSCAT & OMAN,MJN,OMAN,263,NO
2024,MIL MUSCAT & OMAN,MJN,OMAN,203,NO
2024,MY JET SAVER,MJS,USA,217,NO
2025,MY JET SAVER,MJS,USA,213,NO
2019,MY JET SAVER,MJS,USA,52,NO
2023,MY JET SAVER,MJS,USA,7,NO
2019,MADJET TRANSP AEREOS,MJT,PORTUGAL,205,NO
2023,LANMEI AIRLINES,MKR,CAMBODIA,384,NO
2024,LANMEI AIRLINES,MKR,CAMBODIA,31,NO
2019,LANMEI AIRLINES,MKR,CAMBODIA,4,NO
2019,CA AIR MOLDOVA SRL,MLD,MOLDOVA,10565,NO
2023,CA AIR MOLDOVA SRL,MLD,MOLDOVA,1579,NO
2019,MOLDAEROSERVICE,MLE,MOLDOVA,6,NO
2024,AVION EXPRESS MALTA LTD,MLH,MALTA,345,NO
2025,AVION EXPRESS MALTA LTD,MLH,MALTA,266,NO
2023,AVION EXPRESS MALTA LTD,MLH,MALTA,262,NO
2019,AVION EXPRESS MALTA LTD,MLH,MALTA,4,NO
2023,AIRBUS FLIGHT ACADEMY EUROPE,MLK,FRANCE,1,NO
2023,COMLUX MALTA LTD,MLM,MALTA,1419,NO
2024,COMLUX MALTA LTD,MLM,MALTA,1211,NO
2025,COMLUX MALTA LTD,MLM,MALTA,1151,NO
2019,COMLUX MALTA LTD,MLM,MALTA,675,NO
2019,CORPORATE AIR,MLN,USA,261,NO
2023,CORPORATE AIR,MLN,USA,194,NO
2019,MALETH-AERO AOC LTD,MLT,MALTA,1046,NO
2023,MALETH-AERO AOC LTD,MLT,MALTA,258,NO
2024,MALETH-AERO AOC LTD,MLT,MALTA,108,NO
2025,MALETH-AERO AOC LTD,MLT,MALTA,3,NO
2025,MYANMAR AIRWAYS INTL,MMA,MYANMAR,1533,NO
2024,MYANMAR AIRWAYS INTL,MMA,MYANMAR,1460,NO
2023,MYANMAR AIRWAYS INTL,MMA,MYANMAR,1181,NO
2019,MYANMAR AIRWAYS INTL,MMA,MYANMAR,5,NO
2023,AIR ALSIE,MMD,DENMARK,6155,NO
2024,AIR ALSIE,MMD,DENMARK,5641,NO
2025,AIR ALSIE,MMD,DENMARK,5636,NO
2019,AIR ALSIE,MMD,DENMARK,5593,NO
2025,NSPA LT (MMF PROGRAMME),MMF,NETHERLANDS,1232,NO
2023,NSPA LT (MMF PROGRAMME),MMF,NETHERLANDS,1194,NO
2024,NSPA LT (MMF PROGRAMME),MMF,NETHERLANDS,1026,NO
2023,HUNNU AIR,MML,MONGOLIA,22,NO
2025,HUNNU AIR,MML,MONGOLIA,7,NO
2019,HUNNU AIR,MML,MONGOLIA,2,NO
2023,MERIDIAN AIR COMPANY,MMM,RUSSIAN FEDERATION,584,NO
2024,MERIDIAN AIR COMPANY,MMM,RUSSIAN FEDERATION,583,NO
2019,MERIDIAN AIR COMPANY,MMM,RUSSIAN FEDERATION,496,NO
2025,MERIDIAN AIR COMPANY,MMM,RUSSIAN FEDERATION,463,NO
2025,MALTA AIR TRAVEL LTD,MMO,MALTA,678,NO
2023,MALTA AIR TRAVEL LTD,MMO,MALTA,540,NO
2024,MALTA AIR TRAVEL LTD,MMO,MALTA,508,NO
2023,EUROATLANTIC AIRWAYS,MMZ,PORTUGAL,372,NO
2019,EUROATLANTIC AIRWAYS,MMZ,PORTUGAL,301,NO
2024,EUROATLANTIC AIRWAYS,MMZ,PORTUGAL,271,NO
2025,EUROATLANTIC AIRWAYS,MMZ,PORTUGAL,243,NO
2025,MNG HAVAYOLLARI VE TASIMACILIK A.S. (MNG AIRLINES),MNB,TÜRKIYE,7379,NO
2024,MNG HAVAYOLLARI VE TASIMACILIK A.S. (MNG AIRLINES),MNB,TÜRKIYE,6640,NO
2023,MNG HAVAYOLLARI VE TASIMACILIK A.S. (MNG AIRLINES),MNB,TÜRKIYE,6102,NO
2019,MNG HAVAYOLLARI VE TASIMACILIK A.S. (MNG AIRLINES),MNB,TÜRKIYE,4352,NO
2024,TOMONTENEGRO D.O.O,MNE,MONTENEGRO,5919,NO
2025,TOMONTENEGRO D.O.O,MNE,MONTENEGRO,5770,NO
2023,TOMONTENEGRO D.O.O,MNE,MONTENEGRO,5448,NO
2023,AERO MONGOLIA,MNG,MONGOLIA,3,NO
2024,AERO MONGOLIA,MNG,MONGOLIA,1,NO
2025,MANASIK AVIATION,MNM,SAUDI ARABIA,322,NO
2024,MANASIK AVIATION,MNM,SAUDI ARABIA,125,NO
2023,MANASIK AVIATION,MNM,SAUDI ARABIA,9,NO
2019,MANGO AIRLINES,MNO,SOUTH AFRICA,3,NO
2024,MEDSKY AIRWAYS,MNS,LIBYA,1653,NO
2025,MEDSKY AIRWAYS,MNS,LIBYA,1488,NO
2023,MEDSKY AIRWAYS,MNS,LIBYA,786,NO
2025,BAE SYSTEMS OPS CAT,MOG,UNITED KINGDOM,1077,NO
2024,AZIMUT LTD,MOM,RUSSIAN FEDERATION,25,NO
2023,AZIMUT LTD,MOM,RUSSIAN FEDERATION,3,NO
2019,SALZBURG JET AVIATION GMBH,MOZ,AUSTRIA,1900,NO
2023,SALZBURG JET AVIATION GMBH,MOZ,AUSTRIA,1217,NO
2024,SALZBURG JET AVIATION GMBH,MOZ,AUSTRIA,1214,NO
2025,SALZBURG JET AVIATION GMBH,MOZ,AUSTRIA,1101,NO
2025,MPC AIR D.O.O.,MPC,SERBIA,1188,NO
2019,MARTINAIR,MPH,NETHERLANDS,2665,NO
2023,MARTINAIR,MPH,NETHERLANDS,2553,NO
2024,MARTINAIR,MPH,NETHERLANDS,2252,NO
2025,MARTINAIR,MPH,NETHERLANDS,1681,NO
2019,AIR ITM SAS,MQT,FRANCE,219,NO
2023,MERAJ AIR,MRJ,IRAN,1266,NO
2025,MERAJ AIR,MRJ,IRAN,1015,NO
2024,MERAJ AIR,MRJ,IRAN,950,NO
2019,MERAJ AIR,MRJ,IRAN,163,NO
2025,MIL MOROCCO (3),MRS,MOROCCO,813,NO
2019,MARS AVIA,MRS,ARMENIA,1,NO
2025,5TONE - PRESIDENTIAL,MRT,MAURITANIA,77,NO
2023,5TONE - PRESIDENTIAL,MRT,MAURITANIA,59,NO
2024,5TONE - PRESIDENTIAL,MRT,MAURITANIA,38,NO
2025,XENA LLC,MRV,UKRAINE,22,NO
2024,XENA LLC,MRV,UKRAINE,7,NO
2023,XENA LLC,MRV,UKRAINE,5,NO
2025,AIR PARIS ACADEMY LOGISTICS,MRZ,FRANCE,7,NO
2025,POSTE AIR CARGO S.R.L.,MSA,ITALY,4873,NO
2024,POSTE AIR CARGO S.R.L.,MSA,ITALY,4738,NO
2023,POSTE AIR CARGO S.R.L.,MSA,ITALY,4614,NO
2019,POSTE AIR CARGO S.R.L.,MSA,ITALY,4481,NO
2019,AIR STORK,MSB,MOLDOVA,48,NO
2025,AIR CAIRO,MSC,EGYPT,20953,NO
2024,AIR CAIRO,MSC,EGYPT,17217,NO
2023,AIR CAIRO,MSC,EGYPT,14072,NO
2019,AIR CAIRO,MSC,EGYPT,6270,NO
2019,MOTOR SICH JSC AIRLINES,MSI,UKRAINE,325,NO
2023,MOTOR SICH JSC AIRLINES,MSI,UKRAINE,311,NO
2024,MOTOR SICH JSC AIRLINES,MSI,UKRAINE,234,NO
2025,MOTOR SICH JSC AIRLINES,MSI,UKRAINE,129,NO
2025,MAK KG AIRLINES,MSK,KYRGYZSTAN,7,NO
2024,MAK KG AIRLINES,MSK,KYRGYZSTAN,3,NO
2025,EGYPTAIR,MSR,EGYPT,31084,NO
2024,EGYPTAIR,MSR,EGYPT,31078,NO
2023,EGYPTAIR,MSR,EGYPT,30033,NO
2019,EGYPTAIR,MSR,EGYPT,24631,NO
2025,GLOBAL AVIATION (GQ),MSS,MAURITANIA,67,NO
2023,GLOBAL AVIATION (GQ),MSS,MAURITANIA,64,NO
2024,GLOBAL AVIATION (GQ),MSS,MAURITANIA,31,NO
2019,EGYPTAIR CARGO,MSX,EGYPT,1115,NO
2024,INTERJET S.R.L.,MTF,ITALY,14,NO
2023,INTERJET S.R.L.,MTF,ITALY,13,NO
2019,RAF AVIA,MTL,LATVIA,2162,NO
2023,RAF AVIA,MTL,LATVIA,1122,NO
2024,RAF AVIA,MTL,LATVIA,385,NO
2025,RAF AVIA,MTL,LATVIA,299,NO
2025,MOUNTAIN AIR CARGO,MTN,USA,2998,NO
2024,MOUNTAIN AIR CARGO,MTN,USA,2912,NO
2023,MOUNTAIN AIR CARGO,MTN,USA,1850,NO
2023,MARATHON AIRLINES,MTO,GREECE,1072,NO
2024,MARATHON AIRLINES,MTO,GREECE,103,NO
2025,MARATHON AIRLINES,MTO,GREECE,46,NO
2023,MEDJET S.A. DE C.V.,MTS,USA,19,NO
2024,MEDJET S.A. DE C.V.,MTS,USA,4,NO
2025,MAERSK AIR CARGO UK LIMITED,MUK,UNITED KINGDOM,737,NO
2024,MOVE AIRCRAFT,MVE,MALTA,33,NO
2023,MOVE AIRCRAFT,MVE,MALTA,25,NO
2025,MOVE AIRCRAFT,MVE,MALTA,17,NO
2025,MIRA VISTA AVIATION,MVJ,USA,1695,NO
2024,MIRA VISTA AVIATION,MVJ,USA,716,NO
2023,MIRA VISTA AVIATION,MVJ,USA,385,NO
2019,MIRA VISTA AVIATION,MVJ,USA,41,NO
2024,MASWINGS SDN. BHD.,MWG,MALAYSIA,39,NO
2023,MASWINGS SDN. BHD.,MWG,MALAYSIA,24,NO
2025,MASWINGS SDN. BHD.,MWG,MALAYSIA,23,NO
2025,MALINDO AIRWAYS,MXD,MALAYSIA,35030,NO
2024,MALINDO AIRWAYS,MXD,MALAYSIA,31093,NO
2023,MALINDO AIRWAYS,MXD,MALAYSIA,19757,NO
2023,MAXIMUS AIRLINES,MXM,UKRAINE,172,NO
2019,MAXIMUS AIRLINES,MXM,UKRAINE,160,NO
2025,MAXIMUS AIRLINES,MXM,UKRAINE,142,NO
2024,MAXIMUS AIRLINES,MXM,UKRAINE,120,NO
2023,MYFLUG,MYA,ICELAND,1859,NO
2019,MYFLUG,MYA,ICELAND,1602,NO
2024,MYFLUG,MYA,ICELAND,562,NO
2025,MYFLUG,MYA,ICELAND,364,NO
2025,MY JET S.R.L.,MYJ,ROMANIA,1569,NO
2024,MY JET S.R.L.,MYJ,ROMANIA,1517,NO
2023,MY JET S.R.L.,MYJ,ROMANIA,44,NO
2019,MYWAY AIRLINES,MYW,GEORGIA,515,NO
2024,MYWAY AIRLINES,MYW,GEORGIA,416,NO
2025,MYWAY AIRLINES,MYW,GEORGIA,154,NO
2023,MYWAY AIRLINES,MYW,GEORGIA,106,NO
2019,SMARTLYNX ESTONIA,MYX,ESTONIA,2181,NO
2023,SMARTLYNX ESTONIA,MYX,ESTONIA,958,NO
2024,SMARTLYNX ESTONIA,MYX,ESTONIA,272,NO
2025,SMARTLYNX ESTONIA,MYX,ESTONIA,186,NO
2024,ZORTE AIR LLC,MZI,MONGOLIA,3,NO
2025,MERMOZ-ACADEMY,MZY,FRANCE,2881,NO
2024,MERMOZ-ACADEMY,MZY,FRANCE,939,NO
2024,TINADAR AVIATION D.O.O.,NAD,SERBIA,235,NO
2023,TINADAR AVIATION D.O.O.,NAD,SERBIA,20,NO
2019,MIL NETH TRANSPORT,NAF,NETHERLANDS,660,NO
2023,MIL NETH TRANSPORT,NAF,NETHERLANDS,456,NO
2024,MIL NETH TRANSPORT,NAF,NETHERLANDS,451,NO
2025,MIL NETH TRANSPORT,NAF,NETHERLANDS,445,NO
2024,MIL NATO   NAPMA,NAG,NAPMA (MIL NATO),6,NO
2025,MIL NATO   NAPMA,NAG,NAPMA (MIL NATO),1,NO
2023,NOV AIR,NAI,ARMENIA,33,NO
2025,NOV AIR,NAI,ARMENIA,5,NO
2019,ENAC FRANCE,NAK,FRANCE,13143,NO
2025,ENAC FRANCE,NAK,FRANCE,11363,NO
2024,ENAC FRANCE,NAK,FRANCE,9152,NO
2023,ENAC FRANCE,NAK,FRANCE,6175,NO
2019,GOVERNMENT AIR TRANS,NAM,NAMIBIA,91,NO
2024,GOVERNMENT AIR TRANS,NAM,NAMIBIA,72,NO
2025,GOVERNMENT AIR TRANS,NAM,NAMIBIA,61,NO
2023,GOVERNMENT AIR TRANS,NAM,NAMIBIA,34,NO
2019,NORWEGIAN AIR SHUTTLE AOC AS ,NAX,NORWAY,105463,NO
2025,NAYSA,NAY,SPAIN,35773,NO
2024,NAYSA,NAY,SPAIN,32794,NO
2023,NAYSA,NAY,SPAIN,3594,NO
2025,NORSE ATLANTIC AIRWAYS AS,NBT,NORWAY,2592,NO
2024,NORSE ATLANTIC AIRWAYS AS,NBT,NORWAY,2453,NO
2023,NORSE ATLANTIC AIRWAYS AS,NBT,NORWAY,2161,NO
2023,NIPPON CARGO,NCA,JAPAN,1570,NO
2025,NIPPON CARGO,NCA,JAPAN,1293,NO
2024,NIPPON CARGO,NCA,JAPAN,1257,NO
2019,NIPPON CARGO,NCA,JAPAN,1140,NO
2024,NORTH CARIBOO,NCB,CANADA,60,NO
2024,ISR SUPPORT EUROPE BV,NCG,NETHERLANDS,409,NO
2025,ISR SUPPORT EUROPE BV,NCG,NETHERLANDS,409,NO
2023,ISR SUPPORT EUROPE BV,NCG,NETHERLANDS,377,NO
2025,NATIONAL AIR CARGO GROUP INC,NCR,USA,3902,NO
2024,NATIONAL AIR CARGO GROUP INC,NCR,USA,2953,NO
2023,NATIONAL AIR CARGO GROUP INC,NCR,USA,2605,NO
2019,NATIONAL AIR CARGO GROUP INC,NCR,USA,336,NO
2023,NORDIC AVIATION GROUP AS,NDA,ESTONIA,1512,YES
2024,NORDIC AVIATION GROUP AS,NDA,ESTONIA,4,YES
2025,NORDEND SRL,NDD,ITALY,32,NO
2023,SAS NORMANDIE AVIATION,NDY,FRANCE,26,NO
2024,SAS NORMANDIE AVIATION,NDY,FRANCE,9,NO
2025,SAS NORMANDIE AVIATION,NDY,FRANCE,7,NO
2019,NORDFLYG LOGISTIC AB,NEF,SWEDEN,241,NO
2023,NORTH EAST WEST STH,NES,SWEDEN,2,NO
2023,NORTHEASTERN AVTN,NEW,USA,925,NO
2024,NORTHEASTERN AVTN,NEW,USA,457,NO
2025,NORTHEASTERN AVTN,NEW,USA,377,NO
2019,NORTH FLYING A/S,NFA,DENMARK,1858,NO
2024,NORTH FLYING A/S,NFA,DENMARK,1534,NO
2023,NORTH FLYING A/S,NFA,DENMARK,1476,NO
2025,NORTH FLYING A/S,NFA,DENMARK,1373,NO
2024,MAX AIR (NIGERIA),NGL,NIGERIA,14,NO
2025,MAX AIR (NIGERIA),NGL,NIGERIA,12,NO
2019,MAX AIR (NIGERIA),NGL,NIGERIA,10,NO
2023,MAX AIR (NIGERIA),NGL,NIGERIA,3,NO
2025,LEAV AVIATION GMBH,NGN,GERMANY,619,NO
2023,LEAV AVIATION GMBH,NGN,GERMANY,505,NO
2024,LEAV AVIATION GMBH,NGN,GERMANY,380,NO
2024,THE COMMANDER,NGR,NIGERIA,205,NO
2025,THE COMMANDER,NGR,NIGERIA,183,NO
2023,THE COMMANDER,NGR,NIGERIA,157,NO
2019,THE COMMANDER,NGR,NIGERIA,153,NO
2019,AIR DILIJANS LLC,NGT,ARMENIA,2106,NO
2023,AIR DILIJANS LLC,NGT,ARMENIA,823,NO
2024,AIR DILIJANS LLC,NGT,ARMENIA,9,NO
2025,NORTHERN HELICOPTER,NHC,GERMANY,23,NO
2019,NORTHERN HELICOPTER,NHC,GERMANY,17,NO
2024,NORTHERN HELICOPTER,NHC,GERMANY,16,NO
2023,NORTHERN HELICOPTER,NHC,GERMANY,13,NO
2023,NHV A/S,NHD,DENMARK,1432,NO
2024,NHV A/S,NHD,DENMARK,1195,NO
2025,NHV A/S,NHD,DENMARK,708,NO
2019,NORD HELIKOPTER AS,NHE,NORWAY,7,NO
2023,NORD HELIKOPTER AS,NHE,NORWAY,2,NO
2019,NOORDZEE HELICOPTERS,NHX,BELGIUM,676,NO
2024,NOORDZEE HELICOPTERS,NHX,BELGIUM,60,NO
2023,NOORDZEE HELICOPTERS,NHX,BELGIUM,41,NO
2025,NOORDZEE HELICOPTERS,NHX,BELGIUM,31,NO
2023,NHV HELICOPTERS LTD,NHZ,UNITED KINGDOM,302,NO
2024,NHV HELICOPTERS LTD,NHZ,UNITED KINGDOM,188,NO
2025,NHV HELICOPTERS LTD,NHZ,UNITED KINGDOM,178,NO
2019,NHV HELICOPTERS LTD,NHZ,UNITED KINGDOM,83,NO
2025,NILE AIR,NIA,EGYPT,2725,NO
2024,NILE AIR,NIA,EGYPT,2580,NO
2023,NILE AIR,NIA,EGYPT,1272,NO
2019,NILE AIR,NIA,EGYPT,818,NO
2019,AIR NIMBUS,NIM,PORTUGAL,156,NO
2025,"NETJETS TRANSPORTES AÉREOS, S.A.",NJE,PORTUGAL,65827,NO
2024,"NETJETS TRANSPORTES AÉREOS, S.A.",NJE,PORTUGAL,64618,NO
2023,"NETJETS TRANSPORTES AÉREOS, S.A.",NJE,PORTUGAL,61985,NO
2019,"NETJETS TRANSPORTES AÉREOS, S.A.",NJE,PORTUGAL,49923,NO
2024,NORTHERN JET MGMT,NJM,USA,650,NO
2023,NORTHERN JET MGMT,NJM,USA,176,NO
2025,NORTHERN JET MGMT,NJM,USA,160,NO
2025,NETJETS UK,NJU,UNITED KINGDOM,3345,NO
2024,NETJETS UK,NJU,UNITED KINGDOM,2366,NO
2023,NETJETS UK,NJU,UNITED KINGDOM,1718,NO
2023,ANKA AVIATION CARGO,NKA,EGYPT,1,NO
2023,ABAKAN AIR,NKP,RUSSIAN FEDERATION,212,NO
2025,ABAKAN AIR,NKP,RUSSIAN FEDERATION,61,NO
2024,ABAKAN AIR,NKP,RUSSIAN FEDERATION,59,NO
2019,ABAKAN AIR,NKP,RUSSIAN FEDERATION,7,NO
2019,SPIRIT AIRLINES    2,NKS,USA,1,NO
2023,SPIRIT AIRLINES    2,NKS,USA,1,NO
2025,NESMA AIRLINES,NMA,EGYPT,5707,NO
2024,NESMA AIRLINES,NMA,EGYPT,2195,NO
2023,NESMA AIRLINES,NMA,EGYPT,1577,NO
2019,NESMA AIRLINES,NMA,EGYPT,1416,NO
2019,AIR NAMIBIA,NMB,NAMIBIA,702,NO
2019,FONNAFLY,NOF,NORWAY,5,NO
2023,NOVAJET (ARC),NOJ,CANADA,1217,NO
2025,NOVAJET (ARC),NOJ,CANADA,1061,NO
2024,NOVAJET (ARC),NOJ,CANADA,888,NO
2019,NOVAJET (ARC),NOJ,CANADA,108,NO
2019,NOK AIR,NOK,THAILAND,4,NO
2025,NOK AIR,NOK,THAILAND,2,NO
2024,BRISTOW NORWAY AS,NOR,NORWAY,517,NO
2025,BRISTOW NORWAY AS,NOR,NORWAY,386,NO
2023,BRISTOW NORWAY AS,NOR,NORWAY,201,NO
2025,NEOS,NOS,ITALY,15532,NO
2023,NEOS,NOS,ITALY,14944,NO
2024,NEOS,NOS,ITALY,14873,NO
2019,NEOS,NOS,ITALY,10541,NO
2019,MIL NORWAY,NOW,NORWAY,297,NO
2025,MIL NORWAY,NOW,NORWAY,239,NO
2024,MIL NORWAY,NOW,NORWAY,236,NO
2023,MIL NORWAY,NOW,NORWAY,226,NO
2024,NORWEGIAN AIR SHUTTLE AOC AS ,NOZ,NORWAY,86294,NO
2023,NORWEGIAN AIR SHUTTLE AOC AS ,NOZ,NORWAY,84920,NO
2025,NORWEGIAN AIR SHUTTLE AOC AS ,NOZ,NORWAY,82713,NO
2025,SUPERNOVA AIRLINES,NPG,UKRAINE,117,NO
2024,SUPERNOVA AIRLINES,NPG,UKRAINE,12,NO
2019,ATLANTIC AIRLINES LTD,NPT,UNITED KINGDOM,10973,NO
2023,ATLANTIC AIRLINES LTD,NPT,UNITED KINGDOM,8702,NO
2024,ATLANTIC AIRLINES LTD,NPT,UNITED KINGDOM,6268,NO
2025,ATLANTIC AIRLINES LTD,NPT,UNITED KINGDOM,5095,NO
2024,NOLINOR AVIAT (NLN),NRL,CANADA,148,NO
2023,NOLINOR AVIAT (NLN),NRL,CANADA,98,NO
2025,NOLINOR AVIAT (NLN),NRL,CANADA,96,NO
2019,NORWEGIAN AIR UK,NRS,UNITED KINGDOM,7707,NO
2025,POLIZEIHUBSCHR NRW,NRW,GERMANY,13,NO
2023,POLIZEIHUBSCHR NRW,NRW,GERMANY,6,NO
2019,POLIZEIHUBSCHR NRW,NRW,GERMANY,1,NO
2024,POLIZEIHUBSCHR NRW,NRW,GERMANY,1,NO
2025,GAMA CHARTERS INC ,NSH,USA,233,NO
2024,GAMA CHARTERS INC ,NSH,USA,20,NO
2024,AIR INTERSALONIKA,NSK,GREECE,844,NO
2025,AIR INTERSALONIKA,NSK,GREECE,655,NO
2023,AIR INTERSALONIKA,NSK,GREECE,611,NO
2019,AIR INTERSALONIKA,NSK,GREECE,224,NO
2019,NERIC LTD,NSL,UNITED KINGDOM,5,NO
2025,SAMARITAN'S PURSE,NSP,USA,123,NO
2024,SAMARITAN'S PURSE,NSP,USA,76,NO
2023,SAMARITAN'S PURSE,NSP,USA,64,NO
2019,SAMARITAN'S PURSE,NSP,USA,17,NO
2019,NESMA,NSS,SAUDI ARABIA,19,NO
2025,NORWEGIAN AIR SWEDEN AOC AB,NSZ,SWEDEN,70201,NO
2024,NORWEGIAN AIR SWEDEN AOC AB,NSZ,SWEDEN,65812,NO
2023,NORWEGIAN AIR SWEDEN AOC AB,NSZ,SWEDEN,57390,NO
2019,TRANSPORTES INTERILHAS DE CABO VERDE,NTB,CABO VERDE,9,NO
2024,OK AVIATION WINGS,NTF,CZECH REPUBLIC,1341,NO
2023,OK AVIATION WINGS,NTF,CZECH REPUBLIC,1252,NO
2019,OK AVIATION WINGS,NTF,CZECH REPUBLIC,1183,NO
2025,OK AVIATION WINGS,NTF,CZECH REPUBLIC,1165,NO
2023,AK AIR GEORGIA LTD,NTX,GEORGIA,302,NO
2025,UNITED NIGERIA,NUA,NIGERIA,17,NO
2024,UNITED NIGERIA,NUA,NIGERIA,8,NO
2023,UNITED NIGERIA,NUA,NIGERIA,3,NO
2024,NOMAD AVIATION AG,NUM,SWITZERLAND,1293,NO
2025,NOMAD AVIATION AG,NUM,SWITZERLAND,789,NO
2023,NOMAD AVIATION AG,NUM,SWITZERLAND,627,NO
2019,NAV CANADA,NVC,CANADA,322,NO
2024,NAV CANADA,NVC,CANADA,178,NO
2023,NAV CANADA,NVC,CANADA,148,NO
2023,AVION EXPRESS,NVD,LITHUANIA,1639,NO
2025,AVION EXPRESS,NVD,LITHUANIA,1070,NO
2024,AVION EXPRESS,NVD,LITHUANIA,982,NO
2019,AVION EXPRESS,NVD,LITHUANIA,261,NO
2019,FLY INTL AIRWAYS,NVJ,TUNISIA,100,NO
2019,NOVA AIRLINES AB,NVR,SWEDEN,2327,YES
2023,NOVA AIRLINES AB,NVR,SWEDEN,1669,YES
2023,MIL UK ROYAL NAVY,NVY,UNITED KINGDOM,43,NO
2019,MIL UK ROYAL NAVY,NVY,UNITED KINGDOM,42,NO
2025,MIL UK ROYAL NAVY,NVY,UNITED KINGDOM,36,NO
2024,MIL UK ROYAL NAVY,NVY,UNITED KINGDOM,27,NO
2024,NORTH-WEST LLC,NWC,RUSSIAN FEDERATION,1135,NO
2025,NORTH-WEST LLC,NWC,RUSSIAN FEDERATION,985,NO
2023,NORTH-WEST LLC,NWC,RUSSIAN FEDERATION,898,NO
2019,NORTH-WEST LLC,NWC,RUSSIAN FEDERATION,22,NO
2019,AIRWING AS,NWG,NORWAY,2038,NO
2023,AIRWING AS,NWG,NORWAY,81,NO
2019,LLC NORD WIND,NWS,RUSSIAN FEDERATION,12228,NO
2025,LLC NORD WIND,NWS,RUSSIAN FEDERATION,3692,NO
2024,LLC NORD WIND,NWS,RUSSIAN FEDERATION,2892,NO
2023,LLC NORD WIND,NWS,RUSSIAN FEDERATION,1858,NO
2024,NEW WAY CARGO,NWY,KYRGYZSTAN,443,NO
2019,NEXUS FLT OPS SVCS,NXU,SAUDI ARABIA,235,NO
2025,NYXAIR OU,NYX,ESTONIA,5904,NO
2023,NYXAIR OU,NYX,ESTONIA,5166,NO
2024,NYXAIR OU,NYX,ESTONIA,4068,NO
2019,NYXAIR OU,NYX,ESTONIA,243,NO
2019,OMNI AIR INTERNATIONAL,OAE,USA,2148,NO
2019,OLYMPIC AIR,OAL,GREECE,63255,NO
2023,OLYMPIC AIR,OAL,GREECE,23963,NO
2025,OLYMPIC AIR,OAL,GREECE,15506,NO
2024,OLYMPIC AIR,OAL,GREECE,15393,NO
2023,GRUPO ONE AIR AVIACION SL,OAR,SPAIN,1210,NO
2025,GRUPO ONE AIR AVIACION SL,OAR,SPAIN,1083,NO
2024,GRUPO ONE AIR AVIACION SL,OAR,SPAIN,913,NO
2023,OMNI AVIACAO,OAV,PORTUGAL,379,NO
2024,OMNI AVIACAO,OAV,PORTUGAL,338,NO
2019,OMNI AVIACAO,OAV,PORTUGAL,262,NO
2025,OMNI AVIACAO,OAV,PORTUGAL,209,NO
2023,HELVETIC AIRWAYS,OAW,SWITZERLAND,940,NO
2024,HELVETIC AIRWAYS,OAW,SWITZERLAND,812,NO
2025,HELVETIC AIRWAYS,OAW,SWITZERLAND,757,NO
2019,HELVETIC AIRWAYS,OAW,SWITZERLAND,653,NO
